Titulo,Type,SJR (Cuartil),H_Index,Link
International Conference on Quality Engineering and Management,conference and proceedings,No disponible,4,https://www.scimagojr.com/journalsearch.php?q=21101023676&tip=sid&clean=0
International Journal of Islamic Architecture,journal,Q2,9,https://www.scimagojr.com/journalsearch.php?q=21100449118&tip=sid&clean=0
International Journal of Transpersonal Studies,journal,Q3,14,https://www.scimagojr.com/journalsearch.php?q=21100200606&tip=sid&clean=0
Italia Contemporanea,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21101064941&tip=sid&clean=0
JK Science,journal,Q4,18,https://www.scimagojr.com/journalsearch.php?q=15300&tip=sid&clean=0
Journal of Ceramic Science and Technology,journal,Q4,27,https://www.scimagojr.com/journalsearch.php?q=21100228317&tip=sid&clean=0
Journal of Contemporary Chinese Art,journal,Q2,4,https://www.scimagojr.com/journalsearch.php?q=21100914236&tip=sid&clean=0
Journal of Design,journal,Q2,6,https://www.scimagojr.com/journalsearch.php?q=21100398822&tip=sid&clean=0
Journal of Donghua University (English Edition),journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=15345&tip=sid&clean=0
Journal of Experimental and Clinical Medicine (Turkey),journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=21100787752&tip=sid&clean=0
Journal of Food Legumes,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101064339&tip=sid&clean=0
Journal of Iberian and Latin American Studies,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=21100899504&tip=sid&clean=0
Journal of Integrative Nursing,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101071060&tip=sid&clean=0
"Journal of King Abdulaziz University, Marine Science",journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=19900193274&tip=sid&clean=0
Journal of Maritime Research,journal,Q3,11,https://www.scimagojr.com/journalsearch.php?q=19600161820&tip=sid&clean=0
Journal of Qur'anic Studies,journal,Q3,18,https://www.scimagojr.com/journalsearch.php?q=21100211116&tip=sid&clean=0
"Journal of Zhejiang University, Science Edition",journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=21100217212&tip=sid&clean=0
Korean Journal of Medical Mycology,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=57103&tip=sid&clean=0
Lidil,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=21100239232&tip=sid&clean=0
Logistics Journal,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=4700152816&tip=sid&clean=0
Mathematica,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=18300156725&tip=sid&clean=0
Medical Journal of Chinese People's Liberation Army,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=21100208075&tip=sid&clean=0
Medicina Clinica Practica,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=21100904984&tip=sid&clean=0
Miscelanea,journal,Q2,5,https://www.scimagojr.com/journalsearch.php?q=5800207636&tip=sid&clean=0
Mitologias Hoy,journal,Q2,3,https://www.scimagojr.com/journalsearch.php?q=21100921165&tip=sid&clean=0
Muslim World Journal of Human Rights,journal,Q4,13,https://www.scimagojr.com/journalsearch.php?q=4400151416&tip=sid&clean=0
Narrative Culture,journal,Q2,7,https://www.scimagojr.com/journalsearch.php?q=21100823789&tip=sid&clean=0
Neuro-Fuzzy Modeling Techniques in Economics,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101154818&tip=sid&clean=0
Nippon Shokuhin Kagaku Kogaku Kaishi,journal,Q4,25,https://www.scimagojr.com/journalsearch.php?q=21343&tip=sid&clean=0
North Korean Review,journal,Q3,10,https://www.scimagojr.com/journalsearch.php?q=11600153439&tip=sid&clean=0
Nueva Revista de Filologia Hispanica,journal,Q3,7,https://www.scimagojr.com/journalsearch.php?q=5700190690&tip=sid&clean=0
Onkologie,journal,Q4,15,https://www.scimagojr.com/journalsearch.php?q=21101140552&tip=sid&clean=0
Pakistan Development Review,journal,Q4,34,https://www.scimagojr.com/journalsearch.php?q=22932&tip=sid&clean=0
Pakistan Journal of Ophthalmology,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=66030&tip=sid&clean=0
Politics and Religion Journal,journal,Q3,8,https://www.scimagojr.com/journalsearch.php?q=21100874343&tip=sid&clean=0
Proceedings of the International Conference on Tourism Research,conference and proceedings,No disponible,6,https://www.scimagojr.com/journalsearch.php?q=21101061934&tip=sid&clean=0
Proceedings of the International Ship Control Systems Symposium,conference and proceedings,No disponible,4,https://www.scimagojr.com/journalsearch.php?q=21101052918&tip=sid&clean=0
"Redescriptions: Political Thought, Conceptual History and Feminist Theory",journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101075056&tip=sid&clean=0
Religiski-Filozofiski Raksti,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21100274869&tip=sid&clean=0
Review of Economics and Finance,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21100915633&tip=sid&clean=0
Revue d'Histoire des Mathematiques,journal,Q3,8,https://www.scimagojr.com/journalsearch.php?q=21100258739&tip=sid&clean=0
Romance Languages and Linguistic Theory,book series,Q3,11,https://www.scimagojr.com/journalsearch.php?q=21101067619&tip=sid&clean=0
"Russian Journal of Pediatric Surgery, Anesthesia and Intensive Care",journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101169013&tip=sid&clean=0
Sechenov Medical Journal,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101163251&tip=sid&clean=0
Sport i Turystyka,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21101067745&tip=sid&clean=0
Studies in Christian ethics,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=27310&tip=sid&clean=0
Tekstil ve Muhendis,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=54207&tip=sid&clean=0
Teologinen Aikakauskirja,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21100241635&tip=sid&clean=0
Territorio,journal,Q2,11,https://www.scimagojr.com/journalsearch.php?q=21100206248&tip=sid&clean=0
Thammasat Review,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=21101070310&tip=sid&clean=0
Theoretical Studies in Literature and Art,journal,Q2,2,https://www.scimagojr.com/journalsearch.php?q=21101039867&tip=sid&clean=0
Travailler,journal,Q4,14,https://www.scimagojr.com/journalsearch.php?q=17600155046&tip=sid&clean=0
Turkish Journal of Nephrology,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101017189&tip=sid&clean=0
Tzintzun,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=21100227000&tip=sid&clean=0
Veterinary Practitioner,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=19700177005&tip=sid&clean=0
World Congress in Computational Mechanics and ECCOMAS Congress,conference and proceedings,No disponible,5,https://www.scimagojr.com/journalsearch.php?q=21101070906&tip=sid&clean=0
World Journal of Laparoscopic Surgery,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21000195015&tip=sid&clean=0
Youth Theatre Journal,journal,Q2,13,https://www.scimagojr.com/journalsearch.php?q=19900191811&tip=sid&clean=0
Zeitschrift fur Fremdsprachenforschung,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=5800212867&tip=sid&clean=0
Zeitschrift fur Praktische Philosophie,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21101048376&tip=sid&clean=0
Zeitschrift fur Rechtssoziologie,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=5600153197&tip=sid&clean=0
Acupuncture and Electro-Therapeutics Research,journal,Q4,28,https://www.scimagojr.com/journalsearch.php?q=33502&tip=sid&clean=0
Advanced Ultrasound in Diagnosis and Therapy,journal,Q4,8,https://www.scimagojr.com/journalsearch.php?q=21101070364&tip=sid&clean=0
Annales Francaises de Medecine d'Urgence,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=21100202939&tip=sid&clean=0
Anthropos,journal,Q3,15,https://www.scimagojr.com/journalsearch.php?q=85336&tip=sid&clean=0
Antichthon,journal,Q2,8,https://www.scimagojr.com/journalsearch.php?q=28313&tip=sid&clean=0
Anuario Iberoamericano de Justicia Constitucional,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21100203315&tip=sid&clean=0
Arab Journal of Forensic Sciences and Forensic Medicine,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101052922&tip=sid&clean=0
Cadernos de Sociomuseologia,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101152736&tip=sid&clean=0
Cahiers Elisabethains,journal,Q2,4,https://www.scimagojr.com/journalsearch.php?q=19700177105&tip=sid&clean=0
Chinese Journal of Digestive Surgery,journal,Q4,8,https://www.scimagojr.com/journalsearch.php?q=21101020033&tip=sid&clean=0
Chinese Journal of Ocular Fundus Diseases,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21101020034&tip=sid&clean=0
Columbia Journal of Law and Social Problems,journal,Q4,13,https://www.scimagojr.com/journalsearch.php?q=13131&tip=sid&clean=0
Dancecult,journal,Q2,12,https://www.scimagojr.com/journalsearch.php?q=21101027516&tip=sid&clean=0
Dental Cadmos,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=24457&tip=sid&clean=0
Devenir,journal,Q4,13,https://www.scimagojr.com/journalsearch.php?q=17600155117&tip=sid&clean=0
Digital Icons,journal,Q2,3,https://www.scimagojr.com/journalsearch.php?q=21100847373&tip=sid&clean=0
Early Popular Visual Culture,journal,Q2,10,https://www.scimagojr.com/journalsearch.php?q=6500153123&tip=sid&clean=0
East Central Europe,journal,Q3,11,https://www.scimagojr.com/journalsearch.php?q=21475&tip=sid&clean=0
Ecosystem Transformation,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101089397&tip=sid&clean=0
Educational Practice and Theory,journal,Q4,8,https://www.scimagojr.com/journalsearch.php?q=5700158158&tip=sid&clean=0
Eksperimental'naya i Klinicheskaya Gastroenterologiya/Experimental and Clinical Gastroenterology,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=28306&tip=sid&clean=0
English Text Construction,journal,Q2,18,https://www.scimagojr.com/journalsearch.php?q=19700200918&tip=sid&clean=0
Etikk i Praksis,journal,Q3,10,https://www.scimagojr.com/journalsearch.php?q=21100201034&tip=sid&clean=0
European Journal of Rhinology and Allergy,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101168866&tip=sid&clean=0
European Journal of Theology,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21100206009&tip=sid&clean=0
European Procurement and Public Private Partnership Law Review,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21100970293&tip=sid&clean=0
Farmacja Polska,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21820&tip=sid&clean=0
Formosan Journal of Surgery,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=82801&tip=sid&clean=0
Graduate Journal of Mathematics,journal,Q4,2,https://www.scimagojr.com/journalsearch.php?q=21101046680&tip=sid&clean=0
Hispania Antiqua,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=21100831408&tip=sid&clean=0
International Journal of Anatomy and Research,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101058426&tip=sid&clean=0
International Journal of Diversity in Education,journal,Q3,5,https://www.scimagojr.com/journalsearch.php?q=21100258630&tip=sid&clean=0
International Journal of Korean History,journal,Q2,3,https://www.scimagojr.com/journalsearch.php?q=21100904556&tip=sid&clean=0
International Journal of Nanomanufacturing,journal,Q4,17,https://www.scimagojr.com/journalsearch.php?q=18300156723&tip=sid&clean=0
International Journal of Ultra Wideband Communications and Systems,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=19900193668&tip=sid&clean=0
Iranian Heart Journal,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21100218039&tip=sid&clean=0
Irish Historical Studies,journal,Q3,13,https://www.scimagojr.com/journalsearch.php?q=6500153131&tip=sid&clean=0
Janus.net,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21100305002&tip=sid&clean=0
Journal Asiatique,journal,Q2,12,https://www.scimagojr.com/journalsearch.php?q=24195&tip=sid&clean=0
Journal for Geometry and Graphics,journal,Q4,20,https://www.scimagojr.com/journalsearch.php?q=12700154701&tip=sid&clean=0
Journal of Analysis and Applications,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=19700182135&tip=sid&clean=0
Journal of Chinese Architecture and Urbanism,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101152617&tip=sid&clean=0
Journal of Community Positive Practices,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101037169&tip=sid&clean=0
Journal of Critical and Intensive Care,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=21100981414&tip=sid&clean=0
Journal of Early Modern History,journal,Q3,24,https://www.scimagojr.com/journalsearch.php?q=16800154754&tip=sid&clean=0
Journal of Excipients and Food Chemicals,journal,Q4,17,https://www.scimagojr.com/journalsearch.php?q=19700188356&tip=sid&clean=0
Journal of Medieval and Early Modern Studies,journal,Q3,25,https://www.scimagojr.com/journalsearch.php?q=16200154760&tip=sid&clean=0
Journal of Musculoskeletal Surgery and Research,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21101116674&tip=sid&clean=0
Journal of Pharmacology and Pharmacotherapeutics,journal,Q4,42,https://www.scimagojr.com/journalsearch.php?q=21100209502&tip=sid&clean=0
Journal of Religion and Violence,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21100940535&tip=sid&clean=0
"Journal of Sciences, Islamic Republic of Iran",journal,Q4,14,https://www.scimagojr.com/journalsearch.php?q=19900191882&tip=sid&clean=0
"Journal of Textile and Apparel, Technology and Management",journal,Q4,30,https://www.scimagojr.com/journalsearch.php?q=145514&tip=sid&clean=0
Journal of the Early Republic,journal,Q3,20,https://www.scimagojr.com/journalsearch.php?q=26307&tip=sid&clean=0
Journal of the University of Malaya Medical Centre,journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=19700174988&tip=sid&clean=0
L' Orthodontie française,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=22849&tip=sid&clean=0
Lecturas de Economia,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=21100893272&tip=sid&clean=0
Lecture Notes on Data Engineering and Communications Technologies,book series,Q3,30,https://www.scimagojr.com/journalsearch.php?q=21100975545&tip=sid&clean=0
"Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology, head, and neck surgery",journal,Q4,13,https://www.scimagojr.com/journalsearch.php?q=13804&tip=sid&clean=0
Llull,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=54623&tip=sid&clean=0
"Loggia, Arquitectura y Restauracion",journal,Q2,1,https://www.scimagojr.com/journalsearch.php?q=21100936624&tip=sid&clean=0
Lymphologie in Forschung und Praxis,journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=26190&tip=sid&clean=0
"Mediterranean Journal of Infection, Microbes and Antimicrobials",journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21100944563&tip=sid&clean=0
Metaphysica,journal,Q3,8,https://www.scimagojr.com/journalsearch.php?q=19600157917&tip=sid&clean=0
Mitteilungen des Deutschen Archaologischen Instituts Abteilung Istanbul,journal,Q3,12,https://www.scimagojr.com/journalsearch.php?q=16000154783&tip=sid&clean=0
Nautilus,journal,Q4,21,https://www.scimagojr.com/journalsearch.php?q=23238&tip=sid&clean=0
New German Critique,journal,Q3,16,https://www.scimagojr.com/journalsearch.php?q=5600153995&tip=sid&clean=0
Oncogematologiya,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=21100838772&tip=sid&clean=0
Open Dermatology Journal,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=19700175248&tip=sid&clean=0
Opuholi Golovy i Sei,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21100945158&tip=sid&clean=0
Orbis Litterarum,journal,Q2,10,https://www.scimagojr.com/journalsearch.php?q=16000154742&tip=sid&clean=0
Pediatria i Medycyna Rodzinna,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=5100155059&tip=sid&clean=0
Politicka Misao,journal,Q3,10,https://www.scimagojr.com/journalsearch.php?q=23425&tip=sid&clean=0
Rasprave Instituta za Hrvatski Jezik i Jezikoslovlje,journal,Q3,7,https://www.scimagojr.com/journalsearch.php?q=5800207580&tip=sid&clean=0
Reflets et Perspectives de la Vie Economique,journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=23719&tip=sid&clean=0
Research in Urbanism Series,book series,Q4,10,https://www.scimagojr.com/journalsearch.php?q=21100211729&tip=sid&clean=0
Reserve Bank of India Occasional Papers,journal,Q4,2,https://www.scimagojr.com/journalsearch.php?q=21101037325&tip=sid&clean=0
Retraite et Societe,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=5700164110&tip=sid&clean=0
Revista Cubana de Medicina Tropical,journal,Q4,20,https://www.scimagojr.com/journalsearch.php?q=23044&tip=sid&clean=0
Revista del Jardin Botanico Nacional,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21100930958&tip=sid&clean=0
Revista Politecnica,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101066985&tip=sid&clean=0
Revue Internationale de Politique Comparee,journal,Q4,14,https://www.scimagojr.com/journalsearch.php?q=5700161893&tip=sid&clean=0
Rhodora,journal,Q4,22,https://www.scimagojr.com/journalsearch.php?q=17166&tip=sid&clean=0
Roczniki Naukowe Zootechniki,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21100945166&tip=sid&clean=0
"Salud, Ciencia y Tecnologia",journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=21101131037&tip=sid&clean=0
Salute e Societa,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21100244880&tip=sid&clean=0
Sound Studies,journal,Q3,11,https://www.scimagojr.com/journalsearch.php?q=21101053436&tip=sid&clean=0
Sport and Exercise Medicine Switzerland Journal,journal,Q4,15,https://www.scimagojr.com/journalsearch.php?q=21101050070&tip=sid&clean=0
Sri Lanka Journal of Child Health,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=19900193609&tip=sid&clean=0
U.S. Pharmacist,trade journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=22358&tip=sid&clean=0
Vestnik Vosstanovitel'noj Mediciny,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=21101066744&tip=sid&clean=0
VISUAL Review. International Visual Culture Review / Revista Internacional de Cultura,journal,Q2,4,https://www.scimagojr.com/journalsearch.php?q=21101075730&tip=sid&clean=0
Acta Hydrotechnica,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=21100940526&tip=sid&clean=0
Akustika,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=21100217222&tip=sid&clean=0
Annals of Science,journal,Q3,22,https://www.scimagojr.com/journalsearch.php?q=19321&tip=sid&clean=0
Antike Kunst,journal,Q2,9,https://www.scimagojr.com/journalsearch.php?q=19600166220&tip=sid&clean=0
Arab Law Quarterly,journal,Q4,18,https://www.scimagojr.com/journalsearch.php?q=7100153147&tip=sid&clean=0
Archiv fur Papyrusforschung und Verwandte Gebiete,journal,Q3,11,https://www.scimagojr.com/journalsearch.php?q=13385&tip=sid&clean=0
Archives of Veterinary Science,journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=8600153122&tip=sid&clean=0
Arizona Quarterly,journal,Q2,5,https://www.scimagojr.com/journalsearch.php?q=21100805773&tip=sid&clean=0
Arkiv for Nordisk Filologi,journal,Q2,4,https://www.scimagojr.com/journalsearch.php?q=21100228024&tip=sid&clean=0
ARTMargins,journal,Q2,4,https://www.scimagojr.com/journalsearch.php?q=21100430551&tip=sid&clean=0
Australian Journal of French Studies,journal,Q2,7,https://www.scimagojr.com/journalsearch.php?q=29167&tip=sid&clean=0
"Bibliotecas, Anales de Investigacion",journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21100942831&tip=sid&clean=0
Biotekhnologiya,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21100879840&tip=sid&clean=0
Bodenkultur,journal,Q4,21,https://www.scimagojr.com/journalsearch.php?q=33094&tip=sid&clean=0
Chemical Industry and Engineering,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21101064227&tip=sid&clean=0
Coloproctology,journal,Q4,15,https://www.scimagojr.com/journalsearch.php?q=28280&tip=sid&clean=0
Comparative American Studies,journal,Q3,8,https://www.scimagojr.com/journalsearch.php?q=5700164093&tip=sid&clean=0
Confluencia,journal,Q2,5,https://www.scimagojr.com/journalsearch.php?q=5700191155&tip=sid&clean=0
Criticism,journal,Q2,22,https://www.scimagojr.com/journalsearch.php?q=16200154704&tip=sid&clean=0
Cuadernos AISPI,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101175292&tip=sid&clean=0
Cuadernos Medievales,journal,Q2,1,https://www.scimagojr.com/journalsearch.php?q=21101049619&tip=sid&clean=0
Current Pharmacogenomics and Personalized Medicine,journal,Q4,20,https://www.scimagojr.com/journalsearch.php?q=17700156434&tip=sid&clean=0
Digests of the Intermag Conference,conference and proceedings,No disponible,6,https://www.scimagojr.com/journalsearch.php?q=99585&tip=sid&clean=0
Encyclopedia of Earth Sciences Series,book series,Q4,28,https://www.scimagojr.com/journalsearch.php?q=21100773700&tip=sid&clean=0
Estudos Economicos,journal,Q4,14,https://www.scimagojr.com/journalsearch.php?q=20708&tip=sid&clean=0
Fizicna Reabilitacia ta Rekreacijno-Ozdorovci Tehnologii,journal,Q4,2,https://www.scimagojr.com/journalsearch.php?q=21101105768&tip=sid&clean=0
Gaojishu Tongxin/High Technology Letters,journal,Q4,14,https://www.scimagojr.com/journalsearch.php?q=16121&tip=sid&clean=0
Geografski Vestnik,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=28656&tip=sid&clean=0
Gestion 2000,journal,Q4,2,https://www.scimagojr.com/journalsearch.php?q=21101067739&tip=sid&clean=0
Global Journal of Comparative Law,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=21100401127&tip=sid&clean=0
Historia Unisinos,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=19700183029&tip=sid&clean=0
Hong Kong Journal of Radiology,journal,Q4,9,https://www.scimagojr.com/journalsearch.php?q=19900193573&tip=sid&clean=0
Hrvatske Vode,journal,Q4,8,https://www.scimagojr.com/journalsearch.php?q=16968&tip=sid&clean=0
Imagologiya i Komparativistika,journal,Q2,3,https://www.scimagojr.com/journalsearch.php?q=21100900370&tip=sid&clean=0
Indian Economic and Social History Review,journal,Q3,27,https://www.scimagojr.com/journalsearch.php?q=27142&tip=sid&clean=0
International Conference on Higher Education Advances,conference and proceedings,No disponible,5,https://www.scimagojr.com/journalsearch.php?q=21101017883&tip=sid&clean=0
"International Journal of Adult, Community and Professional Learning",journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21100773816&tip=sid&clean=0
International Journal of Biomedicine,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21101038719&tip=sid&clean=0
Italian Journal of Anatomy and Embryology,journal,Q4,31,https://www.scimagojr.com/journalsearch.php?q=9500154001&tip=sid&clean=0
Italian Journal of Medicine,journal,Q4,14,https://www.scimagojr.com/journalsearch.php?q=19600165300&tip=sid&clean=0
Journal of Autonomous Intelligence,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21101111528&tip=sid&clean=0
Journal of Camelid Science,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21100851417&tip=sid&clean=0
Journal of China Universities of Posts and Telecommunications,journal,Q4,28,https://www.scimagojr.com/journalsearch.php?q=4700153604&tip=sid&clean=0
Journal of colonialism & colonial history / sponsored by Towson University,journal,Q3,6,https://www.scimagojr.com/journalsearch.php?q=19400157137&tip=sid&clean=0
Journal of Emergency Practice and Trauma,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21100982275&tip=sid&clean=0
Journal of Iberian and Latin American Research,journal,Q2,11,https://www.scimagojr.com/journalsearch.php?q=19900192529&tip=sid&clean=0
Journal of Portuguese Linguistics,journal,Q3,5,https://www.scimagojr.com/journalsearch.php?q=5800207745&tip=sid&clean=0
Journal of Sensor Science and Technology,journal,Q4,5,https://www.scimagojr.com/journalsearch.php?q=21101170029&tip=sid&clean=0
Journal of the Geothermal Research Society of Japan,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=21100786234&tip=sid&clean=0
Khyber Medical University Journal,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101037321&tip=sid&clean=0
Kinesitherapie,journal,Q4,11,https://www.scimagojr.com/journalsearch.php?q=4000148212&tip=sid&clean=0
Lecture Notes of TICMI,journal,Q4,2,https://www.scimagojr.com/journalsearch.php?q=21100793611&tip=sid&clean=0
LEOS Summer Topical Meeting,conference and proceedings,No disponible,17,https://www.scimagojr.com/journalsearch.php?q=15535&tip=sid&clean=0
Libri et Liberi,journal,Q2,4,https://www.scimagojr.com/journalsearch.php?q=21100821117&tip=sid&clean=0
Medecine et Droit,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=27777&tip=sid&clean=0
Medecine Nucleaire,journal,Q4,10,https://www.scimagojr.com/journalsearch.php?q=17268&tip=sid&clean=0
Meta,journal,Q3,7,https://www.scimagojr.com/journalsearch.php?q=21100410000&tip=sid&clean=0
National Journal of Clinical Anatomy,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101048341&tip=sid&clean=0
Nietzsche-Studien,book series,Q3,14,https://www.scimagojr.com/journalsearch.php?q=21100201071&tip=sid&clean=0
Nigerian Journal of Nutritional Sciences,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21100980645&tip=sid&clean=0
Oftalmologicheskii Zhurnal,journal,Q4,7,https://www.scimagojr.com/journalsearch.php?q=14582&tip=sid&clean=0
Oxford Art Journal,journal,Q2,17,https://www.scimagojr.com/journalsearch.php?q=5900152896&tip=sid&clean=0
Palaeobulgarica,journal,Q3,3,https://www.scimagojr.com/journalsearch.php?q=21101005534&tip=sid&clean=0
Panta Rei,journal,Q3,4,https://www.scimagojr.com/journalsearch.php?q=21100933832&tip=sid&clean=0
Polish Journal of Aesthetics,journal,Q3,2,https://www.scimagojr.com/journalsearch.php?q=21101040618&tip=sid&clean=0
Psychiatric Times,journal,Q4,18,https://www.scimagojr.com/journalsearch.php?q=5000160303&tip=sid&clean=0
Recoletos Multidisciplinary Research Journal,journal,Q4,4,https://www.scimagojr.com/journalsearch.php?q=21101105288&tip=sid&clean=0
Recta,journal,Q4,6,https://www.scimagojr.com/journalsearch.php?q=21100199556&tip=sid&clean=0
Reproductive Health of Woman,journal,Q4,3,https://www.scimagojr.com/journalsearch.php?q=21101140402&tip=sid&clean=0
Review of Marketing Research,book series,Q4,23,https://www.scimagojr.com/journalsearch.php?q=21100265630&tip=sid&clean=0
Revista Andaluza de Medicina del Deporte,journal,Q4,18,https://www.scimagojr.com/journalsearch.php?q=19300156914&tip=sid&clean=0
Revista Argentina de Cardiologia,journal,Q4,13,https://www.scimagojr.com/journalsearch.php?q=78240&tip=sid&clean=0
Revista Chilena de Literatura,journal,Q2,11,https://www.scimagojr.com/journalsearch.php?q=6100153026&tip=sid&clean=0
Revista Chilena de Obstetricia y Ginecologia,journal,Q4,14,https://www.scimagojr.com/journalsearch.php?q=28164&tip=sid&clean=0
Revista Colombiana de Cardiologia,journal,Q4,12,https://www.scimagojr.com/journalsearch.php?q=12100154912&tip=sid&clean=0
Revista Complutense de Historia de America,journal,Q3,10,https://www.scimagojr.com/journalsearch.php?q=5600155293&tip=sid&clean=0
Revista Cubana de Salud Publica,journal,Q4,18,https://www.scimagojr.com/journalsearch.php?q=4900153106&tip=sid&clean=0
